Study	Method	Genus	Species	Calibration material	Wood porosity	Diameter	k	SFD	Granier
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.651951551	143.8359202	142.3176284
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.669368545	142.3123218	143.4690997
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.800161665	140.1298701	152.1709897
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.758208562	138.9356984	149.3693273
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.581141623	138.2768451	137.6543152
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.540247433	136.9591384	134.9745363
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.653487835	135.2296484	142.4191251
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.670597784	134.4060817	143.5504329
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.518485978	132.4295217	133.5525647
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.472176492	131.1941717	130.5359977
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.485098283	130.74121	131.3764118
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.486500562	129.75293	131.4676747
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.572066602	129.2176117	137.0587804
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.748129265	128.8470067	148.6976834
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.599227947	127.5293	138.8426451
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.582806182	126.4998416	137.7636019
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.446133048	125.2644916	128.8452566
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.359901207	123.9056066	123.276915
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.326622131	122.8349699	121.1403961
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.366148242	122.1761166	123.6787545
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.334715447	121.1054799	121.6593419
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.284744438	119.2936332	118.4618698
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.327614754	117.9759265	121.204021
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.338501881	117.6053215	121.902272
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.322279769	116.2876148	120.8621344
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.340271039	115.1757998	122.0158088
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.35182538	114.1051631	122.7578029
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.281101771	113.1992398	118.229415
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.283937436	114.2286981	118.410364
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.279109449	112.1286031	118.1023123
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.316480327	111.1403231	120.4906893
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.419289076	110.6873614	127.1068922
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.498493261	109.4108331	132.2486675
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.325768009	109.1225847	121.0856539
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.236177049	107.804878	115.3696505
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.208684515	106.569528	113.6260816
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.233953103	105.704783	115.2284234
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.197264551	104.8812163	112.9032995
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.191368834	103.604688	112.5304923
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.167453477	107.1048464	111.0206196
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.198474535	102.2046246	112.9798397
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.18810552	101.7104846	112.324241
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.189027964	100.9280963	112.382535
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.172150162	99.93981628	111.3168379
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.127852728	99.19860627	108.5289323
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.14714616	98.4985746	109.7415532
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.142423638	97.67500792	109.444502
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.138708083	97.55147292	109.2108965
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.116188361	96.23376623	107.797039
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.1048971	95.9455179	107.0894437
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.095719954	94.95723788	106.5149802
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.094268938	94.25720621	106.4242038
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.068019233	93.68070953	104.7845233
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.038358983	91.62179284	102.9375836
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.02316335	92.65125119	101.9937502
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.997341137	91.99239785	100.3936347
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.990592515	91.82768451	99.97622991
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.96417896	91.2100095	98.34569196
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.903410702	86.4608076	94.61368943
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.868579344	86.4608076	92.48688927
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.890170189	86.4608076	93.8041563
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.88778122	85.49834963	93.65823245
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.911218252	85.33793997	95.09165849
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.871098436	85.33793997	92.64039986
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.843219846	85.09732548	90.94418153
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.835333011	84.21507234	90.46539307
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.810792351	84.21507234	88.97864173
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.80983908	84.21507234	88.92098297
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.816428796	83.49322886	89.31970616
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.80683893	83.09220471	88.73956428
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.804164295	83.09220471	88.57788803
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.790284689	83.09220471	87.73978463
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.767780029	81.96933708	86.38405865
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.746179618	81.96933708	85.08655026
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.742886681	81.96933708	84.88907225
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.74260132	81.48810809	84.87196311
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.748321866	80.84646945	85.21506752
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.735091573	80.84646945	84.42194181
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.708972599	80.84646945	82.86027486
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.699409338	79.88401148	82.28985564
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.702734254	79.72360181	82.48809284
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.687401339	79.72360181	81.57466511
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.689443213	79.48298732	81.69619538
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.70160116	78.60073418	82.42052577
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.684840447	78.60073418	81.42229141
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.680095257	78.60073418	81.14009284
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.646790935	77.87889071	79.16467186
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.653262517	77.47786655	79.54781258
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.653150476	77.47786655	79.54117644
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.638870411	77.47786655	78.69622182
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.631965197	76.35499892	78.28824747
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.615109602	76.35499892	77.29406056
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.610714224	76.35499892	77.03520245
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.606753517	75.99407718	76.80208322
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.587851752	75.23213129	75.69139578
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.584179715	75.23213129	75.475976
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.582259161	75.23213129	75.36335273
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.574383887	74.34987815	74.90186912
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.557499004	74.10926366	73.91422992
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.546449819	74.10926366	73.26927118
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.533420395	73.98895641	72.51008974
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.540050164	72.98639603	72.89619905
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.522967879	72.98639603	71.90213193
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.517784838	72.98639603	71.60102357
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.521491338	72.3848598	71.81632826
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.512857527	71.8635284	71.31499195
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.488050967	71.8635284	69.87824384
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.47606141	71.8635284	69.18580699
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.480874681	70.94117284	69.4636339
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.479148617	70.74066076	69.36397972
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.456292552	70.74066076	68.04692799
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.427180561	70.5802511	66.37629614
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.407835702	69.61779313	65.2705005
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.398573734	69.61779313	64.74230388
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.392035818	69.61779313	64.36994189
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.390596377	69.25687139	64.28801379
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.396206162	68.4949255	64.60741407
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.397102027	68.4949255	64.65844877
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.416086687	68.4949255	65.74171887
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.397255976	67.65277478	64.66721953
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.388096269	67.37205787	64.14576273
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.396647916	67.37205787	64.63257853
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.396462055	67.25175062	64.62199075
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.395709763	66.24919024	64.57913902
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.383292495	66.24919024	63.87260392
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.389061771	66.24919024	64.20069085
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.366170006	65.32683469	62.90074724
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.363596237	65.12632261	62.75490476
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.34371145	65.12632261	61.63028416
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.348628891	64.92581053	61.90804354
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.340031056	64.00345498	61.42255235
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.328456213	64.00345498	60.77009565
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.318738156	64.00345498	60.22331593
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.307102871	63.00089459	59.56988849
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.304434807	62.88058735	59.42024123
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.302477179	62.88058735	59.31048606
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.280497126	62.88058735	58.08079182
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.277825546	61.75771971	57.93165828
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.275726029	61.75771971	57.81450905
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.275416997	61.75771971	57.79726939
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.277482924	61.31659315	57.91253757
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.257746537	60.63485208	56.81311546
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.254952639	60.63485208	56.65780079
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.252939496	60.63485208	56.54593828
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.242475228	59.71249653	55.96514956
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.234373765	59.51198445	55.51627633
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.229245112	59.51198445	55.23246721
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.231933327	59.31147238	55.38119348
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.221962741	58.38911682	54.82994571
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.221025533	58.38911682	54.77818317
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.214554793	58.38911682	54.4210513
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.194604013	57.70737576	53.32270447
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.196338873	57.26624919	53.41804635
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.19577989	57.26624919	53.38732309
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.210976929	57.26624919	54.22377095
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.211980938	56.14338156	54.27911762
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.227082886	56.14338156	55.11289597
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.256425021	56.14338156	56.73964154
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.315555209	55.70225499	60.04443156
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.34819589	55.02051393	61.88357625
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.353005889	55.02051393	62.15547313
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.342179699	55.02051393	61.54381181
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.333129264	54.09815837	61.03335118
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.319432872	53.8976463	60.26237288
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.318471507	53.8976463	60.20832618
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.281258825	53.69713422	58.12332477
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.2428661	52.77477867	55.9868235
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.19189535	52.77477867	53.1739098
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.183835908	52.77477867	52.73164378
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.191612494	52.21334485	53.15837621
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.18680114	51.65191103	52.89428176
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.154143702	51.65191103	51.10829369
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.110044543	51.65191103	48.71508921
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.051178586	51.65191103	45.55470512
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.00809544	51.65191103	43.26731979
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.98155383	51.65191103	41.86930443
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.990383288	51.01027239	42.33341741
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.018432454	50.5290434	43.81411439
